"","text","vaccine"
"679","Honoring the beautiful, adventurous, exquisite spirit of Heidy Wagner. #hikeforheidy #domesticviolenceawareness #utah1in3 #utleg #utpol https://t.co/kbYRxoGvuU",0
"680","RT @sbg1: When you’ve lost the Wall Street Journal’s editorial page... https://t.co/aaY3TDCajF",0
"681","5 transportation projects in Chester County will receive $5.7 million in total state grant funding. @visitbrandywine https://t.co/P6deAT0mwX https://t.co/J4azLr7MQx",0
"682","Best part of my day - meeting #WoodlandElementary 4th graders on their trip to the Capitol! Got to tell them why I was wearing sneakers: #SuitsandSneakers Day for cancer awareness. https://t.co/L7tBF6WgY7",0
"683","Tomorrow is National Prescription Drug Take Back Day. You can bring unused medication to designated locations for safe disposal. Doing this can help save lives in the fight to prevent drug misuse. #TakeBackDay 

To find a nearby location, click the link: https://t.co/o70FI1D0Aq",0
"684","Jan 10: Talk politics with Fort Collins lawmakers
WHEN: 10 a.m. Saturday
WHERE: Harmony Library, 4616 S. Shields St., Fort Collins",0
"685","RT @gopcpa: Thank you @JasonFischerFL  for fighting to make sure money is spent in the classroom https://t.co/DQf4b77Q5a",0
"686","@JoeBorelliNYC oh c'mon, Joe. You're disputing a commitment was made? As NYS elected, you know how important Preet staying on was.",0
"687","RT @EmergeNM: Wonderful piece highlighting Emerge NM! Please share with women who might be interested in our program! https://t.co/p1hJvccaQB",0
"688","Thanks to @Owens_abc27 for having me on the show!
https://t.co/zqVB33jHLv",0
"689","HB 3920 will be taken up in the Senate Criminal Law Committee later today.

Learn more: https://t.co/mlDIiT2orb",0
"690","@WaywardWinifred @loud_socialist I’m not sure either!",0
"691","RT @VoteEqualityUS: MISSED our event announcement yesterday??!! The Attorney Generals from IL, NV &amp; VA will come together to discuss their case on the #28thAmendment for the first time.

Join @KwameRaoul @AaronDFordNV &amp; @MarkHerringVA on September 15th. More details: https://t.co/U9Vslg3YE6 https://t.co/949BcbIpnx https://t.co/JNy1aiUtr8",0
"692","RT @SpeakerVos: #Wisconsin keeps moving up in the rankings of best states. #WIWorking #DeliveringResults  https://t.co/9pgxzqkJrq",0
"693","@billybragg Yeah, because you were peasants, mate. You’re lucky to have had an outside bog. Had I been in power I’d have put you down as a rabid mongrel.",0
"694","@JohnCranley That's a nice Clemson tie there, Mayor.",0
"695","@caseymcdermott One year we had a citywide Google sheet and it was wonderful to see it updated in real time.",0
"696","Thanks to @RepLesGara, Vic Fischer and Jane Angvik, Gov Knowles, @AKAFLCIO @AKCenter and so many volunteers who helped win this primary. Congrats to @EliasRojas and @cliffgroh for hard-fought race. On to Nov. #akleg",0
"697","First time I have seen a taxidermy mouse. https://t.co/zoxBDcDErb",0
"698","RT @HIHouseGOP: The House Select Committee on COVID-19 Economic and Finanacial Preparedness will have its second briefing at 10 a.m. Monday, March 30.  The hearing will be broadcast on ‘Olelo channel 49. It can also be viewed live online at: https://t.co/ORYRyTcgXg
https://t.co/AXHalqrc30",0
"699","@racheljwelcher Terms of Endearment - or - as I called it - Terms of Endurement",0
"700","Excellent idea! https://t.co/G7BuVMNESO",0
"701","RT @palakovichcarr: In response to the coronavirus emergency, now through April 15, Marylanders can enroll in quality, affordable health plans through @MarylandConnect. Coverage selected during this time will have a start date of April 1, 2020. Don’t wait! #GetCoveredMD https://t.co/PXAkoEvVaV",0
"702","RT @OHHouseDems: Instead of paying back taxpayers #ECOT is buying TV ads railing against taxpayer protections. @RepDavidLeland's HB 220 shows you the cost. https://t.co/NeSu9lKFxc",0
"703","RT @RepAlexMooney: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""...why we salute our flag, why we put our hands on our hearts for the pledge of allegiance, and why we proudly stand for the national anthem."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" #SOTU",0
"704","To be blunt: We are not going to have the type of widespread testing we hoped for. 

There are lots of reasons for that - none of which have to do with our state and all of which have to do with the federal response - but it’s a reality.",0
"705","Please urge @JerryBrownGov to sign #AB216 to break down this barrier top voting that especially impacts young adults, immigrants and working people. (916) 445-2841.",0
"706","RT @DordtPresident: A famous phrase of American politics is: “It’s the economy, stupid.”   Meaning that presidential politics often hinges on the economic well-being of the voters.  If that’s true, I hope we hear candidates imploring Americans to follow the “Success Cycle”.  https://t.co/sLC62eXrN9",0
"707","“These results undermine the universality of scale-free networks and reveal that real-world networks exhibit a rich structural diversity that will likely require new ideas and mechanisms to explain.” Fascinating. 
 https://t.co/2hJSgXJ4xY",0
"708","RT @PortRoyalVet: We are looking for our next Super Hero Veterinarian to add to our team.  Do you want to live by the ocean and work with an amazing team? Work with forward thinking Doctors? We are building a new beautiful hospital.
Email: shelia@prvhsc.com https://t.co/h6nbQCRfFT",0
"709","Future voters and #TeamThomas volunteers helping staff gear up for a busy week! #VOTETHOMAS http://t.co/5eHgTrCyRV",0
"710","Governor Backs Brent Hill!
I appreciate the endorsement of Governor Butch Otter. Allow me to share his kind words... http://t.co/tEyBFGX7FZ",0
"711","RT @JackSuntrup: BREAKING: Planned Parenthood can continue abortions in St. Louis for the foreseeable future, state panel says https://t.co/yUbpmiw3wZ via @stltoday",0
"712","@JackTomczak And to that I say this. Would it be possible to have Matt and I on your show to discuss the health care topic?",0
"713","Don't let your juvenile record stand in the way of your future. On April 21, you can get free help expunging your juvenile record. https://t.co/0DBovmcA7r",0
"714","Any federal confiscation scheme should concern us all.",0
"715","The average for black men receiving a pacemaker in Memphis is 35-40 years old. For white men it's 65. #HealthcareDisparity",0
"716","Today on #NPRreads: links b/w #Syria &amp; #climate: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""The war and the drought, they are the same thing,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" a farmer said https://t.co/oVqMPypWgN",0
"717","It's the last quarter of our campaign.

As we work to say on the air and finish this campaign strong, a group of generous donors has agreed to match every contribution made online today 3x - that means $1 becomes $3 to flip #MI06.

Chip in $6: https://t.co/YByS9FAojk https://t.co/oPomNCbHD3",0
"718","RT @BrookTaylorCA: California attracted more VC funding than 49 other states COMBINED! #MicDrop @CBinsights https://t.co/yUkap2RAER",0
"719","RT @laurawbush: I’m missing my mother-in-law and role model tonight. Barbara Bush was a loving mother and grandmother. The world is poorer without her in it. Rest in peace, dear Bar. https://t.co/gV8veToYi9",0
"720","RT @TexasDSHS: DSHS Commissioner Hellerstedt gives an update on #COVID19 in #Texas. Dr. H talks about Texas having widespread, community spread of COVID-19. 

""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""COVID-19 is spreading in workplaces, it's spreading in families, in parties and gatherings."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" 
#HealthyTexas #COVID19TX https://t.co/3E4SgcJhYs",0
"721","Capital Tonight, 7 PM: Catch me and @Jeter4NC92 with @BoyumTWCnews discussing our friend @triciacotham and other election news. #ncpol #ncga",0
"722","RT @sd53DFL: How can we help #FlipMNSenate?

Click on a DFL-Endorsed Candidate
Follow on social media &amp; RT
Volunteer to help their campaign

https://t.co/ETk5Yf5pCT https://t.co/ZfxKx8DBw0",0
"723","Walked in several conservation areas this weekend, &amp; saw people of all ages. As we approached each other, we all wore face coverings. Very heartwarming that everyone showed caring about all of us. https://t.co/LP5Cc8nH6g",0
"724","@graciethinks So excited to have your support!  Thank you! 🇺🇸🇺🇸🇺🇸💙",0
"725","adhering to the Republican Platform has been deemed radical right wing! how dare we stand up for lower taxes and smaller government!",0
"726","Thank you @louisvillewater! We can’t ask people to wash their hands if they don’t have water. https://t.co/EdUa2olmyH",0
"727","RT @theadamrusso: Yesterday was @PWCSNutrition’s 5th grocery kit pickup day and we have lots to smile about under our masks! 22,000 @PWCSNews students served yesterday alone!! https://t.co/16adSY2ozA",0
"728","RT @ANTHONYDESPO: It's #FUReverFriendFriday &amp; this😻is sweeter than any🍭you've had! Lolly Pop has been warming hearts @TOHAnimals, but would love to make your🏡, hers! She's a professional cuddler - sweet as candy! R/T her story &amp; lets find her a #FUReverHome! #AdoptDontShop! https://t.co/95A4mM2fRq",0
"729","👀NEW guidance for Unemployment. Texans can continue to receive benefits through #COVID19 response if they choose not to return to work for certain reasons specified by @TXWorkforce. This flexibility will help ensure Texans w/ certain health &amp; safety concerns won't be penalized. https://t.co/fRfrXyFO4S",0
"730","RT @FamStudies: In Minnesota, we've shown the bi-partisan possibilities of enacting policy based on the consensus that marriage is a vital tool for reducing poverty. https://t.co/qbKj5KrMcn @MNCatholicConf @JRLCmn",0
"731","Thank you! RT @WCFonline: Charniele @C_Herring is running to represent #VA8- we're excited to support and endorse her in her race!",0
"732","Thanks for your support! @MayorHodges is also on my ballot. #MplsMayor https://t.co/aT8ZAWMZPj",0
"733","May and June blog updates! https://t.co/wpB1jcQWAk via @weebly",0
"734","Very proud of my friend and roommate Rep. Michael Evans!  http://t.co/iMsVthHMVA",0
"735","@NevaSaysVote @winger_brian Thank you! It really was! 🤗",0
"736","Rep Dougall:  currently, we have a $52 million structural imbalance - one-time money paying for ongoing projects. #utpol #utleg",0
"737","@CPedersen16 🙃",0
"738","@CharmianNeary And federal courts have found similar (though not identical) laws like this in other states unconstitutional.",0
"739","Woah. Vogt!",0
"740","RT @GovMattBevin: Kentucky continues to play a lead role in combatting the opioid epidemic...

Our harm-reduction program allows KY to provide technical support &amp; expertise to our local partners, who, in turn, establish programs best suited for their respective areas. 

https://t.co/ZGiY9jKGJ0",0
"741","Absolutely devastating to have a state of emergency on top of a state of emergency. Please take care of each other and be well. https://t.co/oOTQfDOUch",0
"742","On today's general orders... https://t.co/TQdu7aZP3C https://t.co/zVCF4F55By",0
"743","RT @wildtrevor_: A bunch of these bills are part of the @mfolflorida Peace Plan! Excited to start the 2020 legislative session off with our strong allies in the FL legislature. https://t.co/vupDLsiH7j",0
"744","Various Hawaii Kai community members say concerns over cultural significance of the Hawea Heiau site on property have not been addressed.",0
"745","RT @NPR: A Prince whose character is thus marked by every act which may define a Tyrant, is unfit to be the ruler of a free people.",0
"746","Join us tomorrow to meet your local elected officials! https://t.co/zzotGl4FWS",0
"747","I was proud to be the first Senator to co-sponsor this legislation and I hope all school districts take advantage of it to better protect our kids. https://t.co/qviI6VMfSk",0
"748","Just got back from knocking on 112 doors in Moorhead.  I appreciate the help from Ken, Terri, Janine and Sue the... http://fb.me/AWovBzUY",0
"749","Big news! We just passed SB 3 to raise the minimum wage in California to $15 by 2022! This is a major victory for families across the state.",0
"750","Fargo checks in at # 1

“In particular, the number of job postings is growing fastest in Fargo, North Dakota, ZipRecruiter found, thanks to the local universities and a high-level hospital, as well as one of Microsoft's largest corporate campuses.”

https://t.co/PtGqppas0j",0
